session_id,station_id,station_name,latitude,longitude,total_chargers,start_time,duration_minutes,energy_kwh,charger_type,vehicle_model,cost_inr
S008648,ST013,Tata Power EZ - Hadapsar,18.5018,73.926,4,2024-02-04 08:48:00,85,19.4,AC Level 2,Mahindra XUV400,284
S008649,ST038,HPCL EV - Baner,18.559,73.7868,3,2024-03-26 19:24:00,36,6.7,DC Fast,BYD Atto 3,110
S008650,ST025,Ather Grid - Kothrud,18.5074,73.8077,3,2024-09-25 19:50:00,92,17.9,AC Level 2,MG ZS EV,306
S008651,ST024,Ather Grid - Hinjewadi,18.5912,73.7389,3,2024-07-06 17:39:00,72,17.2,DC Fast,BYD Atto 3,261
S008652,ST046,MG EV Hub - Magarpatta,18.5089,73.9259,4,2024-12-29 07:51:00,53,12.6,AC Level 2,Ola S1 Pro,196
S008653,ST029,BPCL EV - Kothrud Depot,18.5074,73.8077,4,2024-07-01 18:13:00,115,24.3,AC Level 2,BYD Atto 3,371
S008654,ST014,Tata Power EZ - Kharadi,18.5538,73.9394,5,2024-03-27 20:30:00,92,19.2,AC Level 2,Kia EV6,283
S008655,ST043,Jio-BP EV - Viman Nagar,18.5679,73.9143,5,2024-08-17 17:00:00,112,26.1,AC Level 2,BYD Atto 3,416
S008656,ST038,HPCL EV - Baner,18.559,73.7868,3,2024-10-14 09:48:00,83,15.9,AC Level 2,Tata Punch EV,275
S008657,ST016,Tata Power EZ - Koregaon Park,18.5362,73.8938,4,2024-09-18 16:27:00,38,8.8,DC Fast,MG ZS EV,129
S008658,ST048,MG EV Hub - Koregaon Park,18.5362,73.8938,3,2024-10-03 19:53:00,47,10.2,DC Fast,Tata Tigor EV,155
S008659,ST013,Tata Power EZ - Hadapsar,18.5018,73.926,4,2024-01-10 13:26:00,87,16.7,AC Level 2,Tata Punch EV,297
S008660,ST043,Jio-BP EV - Viman Nagar,18.5679,73.9143,5,2024-08-01 15:13:00,97,21.4,AC Level 2,Ola S1 Pro,335
S008661,ST030,BPCL EV - Hadapsar,18.5018,73.926,4,2024-01-22 07:43:00,52,11.6,AC Level 2,Tata Tiago EV,183
S008662,ST048,MG EV Hub - Koregaon Park,18.5362,73.8938,3,2024-04-08 16:26:00,66,15.0,DC Fast,Hyundai Kona Electric,244
S008663,ST046,MG EV Hub - Magarpatta,18.5089,73.9259,4,2024-04-02 15:52:00,70,13.4,AC Level 2,Tata Nexon EV,200
S008664,ST006,ChargeZone - Viman Nagar,18.5679,73.9143,5,2024-12-17 06:05:00,65,17.3,DC Fast,Mahindra XUV400,290
S008665,ST013,Tata Power EZ - Hadapsar,18.5018,73.926,4,2024-04-28 17:30:00,59,15.2,DC Fast,Mahindra XUV400,267
S008666,ST032,BPCL EV - Baner,18.559,73.7868,4,2024-12-05 19:09:00,63,15.9,AC Level 2,Ather 450X,238
S008667,ST034,HPCL EV - Shivajinagar,18.5308,73.8474,4,2024-01-09 12:36:00,40,7.4,DC Fast,Ather 450X,131
S008668,ST039,Jio-BP EV - Hinjewadi,18.5912,73.7389,6,2024-02-14 18:56:00,35,7.3,DC Fast,Kia EV6,116
S008669,ST003,ChargeZone - Baner Road,18.559,73.7868,5,2024-10-08 16:40:00,36,9.0,DC Fast,Tata Punch EV,147
S008670,ST014,Tata Power EZ - Kharadi,18.5538,73.9394,5,2024-07-04 08:08:00,32,6.4,DC Fast,Ola S1 Pro,91
S008671,ST007,ChargeZone - Kharadi,18.5538,73.9394,4,2024-01-01 18:07:00,113,28.0,AC Level 2,MG Comet EV,478
S008672,ST038,HPCL EV - Baner,18.559,73.7868,3,2024-05-21 17:06:00,43,11.3,DC Fast,Kia EV6,203
S008673,ST017,Tata Power EZ - Pimpri,18.6279,73.8009,5,2024-03-16 16:10:00,73,14.5,AC Level 2,Hyundai Kona Electric,239
S008674,ST036,HPCL EV - Hinjewadi,18.5912,73.7389,4,2024-04-04 13:46:00,21,4.9,DC Fast,MG ZS EV,84
S008675,ST016,Tata Power EZ - Koregaon Park,18.5362,73.8938,4,2024-07-26 09:08:00,40,8.1,DC Fast,Ather 450X,129
S008676,ST045,MG EV Hub - Baner,18.559,73.7868,4,2024-05-10 18:02:00,68,14.9,AC Level 2,Mahindra BE 6e,255
S008677,ST042,Jio-BP EV - Kharadi,18.5538,73.9394,5,2024-06-20 20:10:00,81,16.6,AC Level 2,MG ZS EV,244
S008678,ST001,ChargeZone - Hinjewadi Phase 1,18.5912,73.7389,6,2024-04-23 21:59:00,38,10.0,DC Fast,Hyundai Kona Electric,168
S008679,ST015,Tata Power EZ - Hinjewadi,18.5912,73.7389,6,2024-02-01 16:03:00,45,9.2,DC Fast,Hyundai Kona Electric,139
S008680,ST006,ChargeZone - Viman Nagar,18.5679,73.9143,5,2024-03-15 09:23:00,22,5.3,DC Fast,BYD Atto 3,89
S008681,ST046,MG EV Hub - Magarpatta,18.5089,73.9259,4,2024-07-29 18:19:00,31,7.5,DC Fast,Hyundai Kona Electric,125
S008682,ST025,Ather Grid - Kothrud,18.5074,73.8077,3,2024-06-09 19:02:00,75,19.6,DC Fast,MG Comet EV,307
S008683,ST049,MG EV Hub - Kharadi,18.5538,73.9394,3,2024-12-19 20:02:00,67,15.7,DC Fast,Mahindra XUV400,251
S008684,ST020,Tata Power EZ - Magarpatta,18.5089,73.9259,5,2024-04-20 00:04:00,84,19.7,AC Level 2,Tata Tiago EV,314
S008685,ST002,ChargeZone - Magarpatta City,18.5089,73.9259,6,2024-09-01 05:09:00,91,18.3,AC Level 2,Tata Nexon EV,264
S008686,ST006,ChargeZone - Viman Nagar,18.5679,73.9143,5,2024-10-18 10:42:00,54,10.0,AC Level 2,Ola S1 Pro,173
S008687,ST007,ChargeZone - Kharadi,18.5538,73.9394,4,2024-11-21 17:53:00,85,16.3,AC Level 2,Tata Tiago EV,277
S008688,ST041,Jio-BP EV - Wakad,18.5985,73.7615,5,2024-07-08 06:18:00,28,6.5,DC Fast,Tata Nexon EV,91
S008689,ST017,Tata Power EZ - Pimpri,18.6279,73.8009,5,2024-03-19 21:24:00,87,16.8,AC Level 2,MG ZS EV,237
S008690,ST010,ChargeZone - Pashan,18.5371,73.7977,3,2024-12-09 12:23:00,75,16.3,DC Fast,Ather 450X,265
S008691,ST030,BPCL EV - Hadapsar,18.5018,73.926,4,2024-08-27 18:59:00,75,18.5,DC Fast,Mahindra XUV400,305
S008692,ST038,HPCL EV - Baner,18.559,73.7868,3,2024-10-09 12:30:00,64,17.0,DC Fast,Tata Tiago EV,257
S008693,ST041,Jio-BP EV - Wakad,18.5985,73.7615,5,2024-09-22 15:46:00,118,27.2,AC Level 2,Mahindra XUV400,448
S008694,ST020,Tata Power EZ - Magarpatta,18.5089,73.9259,5,2024-03-22 16:25:00,72,15.1,AC Level 2,BYD Atto 3,271
S008695,ST020,Tata Power EZ - Magarpatta,18.5089,73.9259,5,2024-10-21 18:47:00,74,18.9,DC Fast,Tata Tigor EV,285
S008696,ST017,Tata Power EZ - Pimpri,18.6279,73.8009,5,2024-12-07 14:00:00,67,16.2,DC Fast,Ola S1 Pro,252
S008697,ST027,Ather Grid - Wakad,18.5985,73.7615,3,2024-12-01 17:04:00,96,22.9,AC Level 2,Tata Punch EV,412
S008698,ST044,MG EV Hub - Hinjewadi,18.5912,73.7389,4,2024-12-17 09:22:00,103,22.9,AC Level 2,Tata Tiago EV,328
S008699,ST041,Jio-BP EV - Wakad,18.5985,73.7615,5,2024-02-20 19:51:00,64,14.5,DC Fast,Hyundai Ioniq 5,205
S008700,ST020,Tata Power EZ - Magarpatta,18.5089,73.9259,5,2024-09-14 23:55:00,82,19.3,AC Level 2,Tata Punch EV,329
S008701,ST001,ChargeZone - Hinjewadi Phase 1,18.5912,73.7389,6,2024-06-13 14:27:00,69,15.6,AC Level 2,Hyundai Kona Electric,249
S008702,ST049,MG EV Hub - Kharadi,18.5538,73.9394,3,2024-11-18 08:07:00,34,7.5,DC Fast,BYD Atto 3,127
S008703,ST048,MG EV Hub - Koregaon Park,18.5362,73.8938,3,2024-07-29 03:51:00,94,23.0,AC Level 2,Hyundai Kona Electric,378
S008704,ST021,Ather Grid - Koregaon Park,18.5362,73.8938,3,2024-01-06 07:19:00,104,23.1,AC Level 2,Tata Tiago EV,411
S008705,ST016,Tata Power EZ - Koregaon Park,18.5362,73.8938,4,2024-01-18 00:01:00,118,24.4,AC Level 2,Mahindra XUV400,355
S008706,ST009,ChargeZone - Katraj,18.453,73.8671,3,2024-10-28 13:06:00,68,15.8,DC Fast,Hyundai Kona Electric,239
S008707,ST044,MG EV Hub - Hinjewadi,18.5912,73.7389,4,2024-11-20 23:50:00,49,9.5,AC Level 2,Kia EV6,170
S008708,ST004,ChargeZone - Wakad,18.5985,73.7615,5,2024-10-03 19:52:00,103,20.1,AC Level 2,Ola S1 Pro,322
S008709,ST007,ChargeZone - Kharadi,18.5538,73.9394,4,2024-08-29 14:27:00,48,12.8,DC Fast,Ather 450X,212
S008710,ST009,ChargeZone - Katraj,18.453,73.8671,3,2024-02-26 22:30:00,70,17.9,DC Fast,BYD Atto 3,267
S008711,ST049,MG EV Hub - Kharadi,18.5538,73.9394,3,2024-10-03 18:33:00,115,22.8,AC Level 2,Mahindra XUV400,370
S008712,ST034,HPCL EV - Shivajinagar,18.5308,73.8474,4,2024-02-14 22:15:00,29,6.0,DC Fast,Tata Tigor EV,101
S008713,ST002,ChargeZone - Magarpatta City,18.5089,73.9259,6,2024-06-23 11:23:00,21,4.4,DC Fast,Hyundai Ioniq 5,72
S008714,ST020,Tata Power EZ - Magarpatta,18.5089,73.9259,5,2024-01-02 19:08:00,51,12.1,AC Level 2,Mahindra XUV400,212
S008715,ST032,BPCL EV - Baner,18.559,73.7868,4,2024-10-10 22:55:00,75,17.2,DC Fast,Hyundai Kona Electric,269
S008716,ST014,Tata Power EZ - Kharadi,18.5538,73.9394,5,2024-05-17 17:44:00,72,19.2,DC Fast,Tata Tigor EV,328
S008717,ST041,Jio-BP EV - Wakad,18.5985,73.7615,5,2024-06-09 12:40:00,38,8.1,DC Fast,Tata Tigor EV,124
S008718,ST025,Ather Grid - Kothrud,18.5074,73.8077,3,2024-01-24 19:00:00,23,4.5,DC Fast,Mahindra XUV400,64
S008719,ST002,ChargeZone - Magarpatta City,18.5089,73.9259,6,2024-10-13 18:40:00,30,7.4,DC Fast,Ather 450X,126
S008720,ST018,Tata Power EZ - Kothrud,18.5074,73.8077,4,2024-01-21 11:34:00,44,8.1,DC Fast,Mahindra BE 6e,117
S008721,ST044,MG EV Hub - Hinjewadi,18.5912,73.7389,4,2024-05-12 21:39:00,109,21.8,AC Level 2,MG Comet EV,371
S008722,ST038,HPCL EV - Baner,18.559,73.7868,3,2024-08-24 20:44:00,52,10.2,AC Level 2,Tata Tigor EV,183
S008723,ST017,Tata Power EZ - Pimpri,18.6279,73.8009,5,2024-01-15 11:28:00,92,17.8,AC Level 2,Ola S1 Pro,255
S008724,ST033,BPCL EV - Wakad,18.5985,73.7615,4,2024-10-12 19:41:00,57,11.6,DC Fast,Hyundai Kona Electric,184
S008725,ST043,Jio-BP EV - Viman Nagar,18.5679,73.9143,5,2024-08-01 07:14:00,45,9.2,AC Level 2,Hyundai Ioniq 5,136
S008726,ST001,ChargeZone - Hinjewadi Phase 1,18.5912,73.7389,6,2024-07-10 10:08:00,65,17.3,DC Fast,Kia EV6,257
S008727,ST047,MG EV Hub - Wakad,18.5985,73.7615,3,2024-07-02 12:36:00,62,13.7,AC Level 2,Tata Nexon EV,222
S008728,ST009,ChargeZone - Katraj,18.453,73.8671,3,2024-03-14 22:52:00,81,14.6,AC Level 2,Ola S1 Pro,246
S008729,ST020,Tata Power EZ - Magarpatta,18.5089,73.9259,5,2024-01-30 16:59:00,56,14.9,AC Level 2,BYD Atto 3,217
S008730,ST002,ChargeZone - Magarpatta City,18.5089,73.9259,6,2024-09-01 11:58:00,40,8.4,DC Fast,Ather 450X,125
S008731,ST042,Jio-BP EV - Kharadi,18.5538,73.9394,5,2024-07-21 21:26:00,55,12.5,DC Fast,BYD Atto 3,179
S008732,ST034,HPCL EV - Shivajinagar,18.5308,73.8474,4,2024-12-12 05:37:00,112,23.5,AC Level 2,Tata Tiago EV,365
S008733,ST030,BPCL EV - Hadapsar,18.5018,73.926,4,2024-01-30 15:56:00,30,7.8,DC Fast,Tata Nexon EV,138
S008734,ST014,Tata Power EZ - Kharadi,18.5538,73.9394,5,2024-02-15 23:20:00,67,13.3,AC Level 2,Kia EV6,229
S008735,ST035,HPCL EV - Kharadi,18.5538,73.9394,4,2024-03-07 18:25:00,20,4.7,DC Fast,Tata Tiago EV,67
S008736,ST009,ChargeZone - Katraj,18.453,73.8671,3,2024-08-21 12:17:00,54,14.5,DC Fast,Mahindra XUV400,251
S008737,ST002,ChargeZone - Magarpatta City,18.5089,73.9259,6,2024-09-15 15:17:00,111,20.7,AC Level 2,BYD Atto 3,349
S008738,ST048,MG EV Hub - Koregaon Park,18.5362,73.8938,3,2024-06-22 17:41:00,53,12.5,DC Fast,Mahindra XUV400,223
S008739,ST041,Jio-BP EV - Wakad,18.5985,73.7615,5,2024-01-23 11:04:00,70,17.0,AC Level 2,BYD Atto 3,255
S008740,ST024,Ather Grid - Hinjewadi,18.5912,73.7389,3,2024-08-19 23:57:00,28,6.2,DC Fast,Hyundai Ioniq 5,104
S008741,ST028,Ather Grid - Pimpri,18.6279,73.8009,3,2024-09-01 20:12:00,52,9.5,DC Fast,Tata Tiago EV,154
S008742,ST004,ChargeZone - Wakad,18.5985,73.7615,5,2024-01-19 21:58:00,52,9.7,AC Level 2,Hyundai Ioniq 5,151
S008743,ST012,Tata Power EZ - Westend Mall Aundh,18.5584,73.807,6,2024-07-14 18:38:00,23,5.1,DC Fast,Mahindra XUV400,81
S008744,ST033,BPCL EV - Wakad,18.5985,73.7615,4,2024-11-11 16:27:00,53,11.3,AC Level 2,Tata Tiago EV,187
S008745,ST021,Ather Grid - Koregaon Park,18.5362,73.8938,3,2024-07-08 05:35:00,57,12.2,DC Fast,Mahindra XUV400,184
S008746,ST033,BPCL EV - Wakad,18.5985,73.7615,4,2024-04-06 08:22:00,102,27.2,AC Level 2,Mahindra XUV400,453
S008747,ST043,Jio-BP EV - Viman Nagar,18.5679,73.9143,5,2024-11-11 10:31:00,109,27.1,AC Level 2,Ola S1 Pro,465
S008748,ST010,ChargeZone - Pashan,18.5371,73.7977,3,2024-02-09 09:22:00,109,26.9,AC Level 2,Ather 450X,392
S008749,ST017,Tata Power EZ - Pimpri,18.6279,73.8009,5,2024-02-19 22:09:00,58,12.8,DC Fast,MG ZS EV,182
S008750,ST026,Ather Grid - Viman Nagar,18.5679,73.9143,3,2024-07-19 11:16:00,86,20.4,AC Level 2,MG Comet EV,289
S008751,ST023,Ather Grid - Baner,18.559,73.7868,3,2024-08-24 15:38:00,74,19.9,DC Fast,Ola S1 Pro,351
S008752,ST020,Tata Power EZ - Magarpatta,18.5089,73.9259,5,2024-04-19 16:02:00,56,14.8,DC Fast,Tata Tigor EV,231
S008753,ST033,BPCL EV - Wakad,18.5985,73.7615,4,2024-09-04 23:15:00,36,6.5,DC Fast,Ather 450X,92
S008754,ST017,Tata Power EZ - Pimpri,18.6279,73.8009,5,2024-06-20 13:56:00,67,15.3,DC Fast,Hyundai Ioniq 5,268
S008755,ST003,ChargeZone - Baner Road,18.559,73.7868,5,2024-07-05 03:39:00,91,18.8,AC Level 2,Ola S1 Pro,304
S008756,ST048,MG EV Hub - Koregaon Park,18.5362,73.8938,3,2024-10-23 20:57:00,40,9.2,DC Fast,Hyundai Ioniq 5,147
S008757,ST025,Ather Grid - Kothrud,18.5074,73.8077,3,2024-04-06 14:52:00,48,12.9,DC Fast,Mahindra XUV400,193
S008758,ST038,HPCL EV - Baner,18.559,73.7868,3,2024-11-06 08:43:00,109,23.0,AC Level 2,Mahindra BE 6e,344
S008759,ST044,MG EV Hub - Hinjewadi,18.5912,73.7389,4,2024-01-15 23:13:00,55,11.3,DC Fast,Tata Punch EV,163
S008760,ST018,Tata Power EZ - Kothrud,18.5074,73.8077,4,2024-07-20 18:10:00,99,25.2,AC Level 2,Tata Punch EV,365
S008761,ST044,MG EV Hub - Hinjewadi,18.5912,73.7389,4,2024-04-28 20:47:00,76,19.7,AC Level 2,Kia EV6,306
S008762,ST037,HPCL EV - Viman Nagar,18.5679,73.9143,4,2024-03-05 20:10:00,50,13.5,DC Fast,Tata Punch EV,214
S008763,ST043,Jio-BP EV - Viman Nagar,18.5679,73.9143,5,2024-10-12 19:45:00,20,3.7,DC Fast,Tata Tiago EV,60
S008764,ST007,ChargeZone - Kharadi,18.5538,73.9394,4,2024-09-09 17:25:00,51,13.5,AC Level 2,Tata Punch EV,216
S008765,ST012,Tata Power EZ - Westend Mall Aundh,18.5584,73.807,6,2024-11-22 06:27:00,29,6.4,DC Fast,Tata Tiago EV,92
S008766,ST022,Ather Grid - FC Road,18.5308,73.8474,3,2024-11-10 11:41:00,53,12.6,DC Fast,Tata Tiago EV,195
S008767,ST018,Tata Power EZ - Kothrud,18.5074,73.8077,4,2024-09-23 11:08:00,74,13.9,DC Fast,MG Comet EV,231
S008768,ST046,MG EV Hub - Magarpatta,18.5089,73.9259,4,2024-09-12 08:51:00,86,19.1,AC Level 2,Tata Nexon EV,302
S008769,ST022,Ather Grid - FC Road,18.5308,73.8474,3,2024-09-25 11:15:00,49,11.7,AC Level 2,MG ZS EV,204
S008770,ST005,ChargeZone - Pimpri Chinchwad,18.6279,73.8009,4,2024-02-10 12:47:00,62,13.3,AC Level 2,Tata Nexon EV,189
S008771,ST034,HPCL EV - Shivajinagar,18.5308,73.8474,4,2024-08-19 07:33:00,22,5.1,DC Fast,Tata Tigor EV,81
S008772,ST028,Ather Grid - Pimpri,18.6279,73.8009,3,2024-07-07 08:03:00,38,9.4,DC Fast,Tata Punch EV,148
S008773,ST034,HPCL EV - Shivajinagar,18.5308,73.8474,4,2024-04-05 19:41:00,48,12.0,AC Level 2,Tata Nexon EV,192
S008774,ST050,MG EV Hub - Hadapsar,18.5018,73.926,3,2024-12-20 09:51:00,57,10.6,DC Fast,Tata Tigor EV,156
S008775,ST040,Jio-BP EV - Baner,18.559,73.7868,5,2024-02-20 19:05:00,57,11.8,DC Fast,MG Comet EV,184
S008776,ST027,Ather Grid - Wakad,18.5985,73.7615,3,2024-10-06 12:23:00,84,21.2,AC Level 2,MG Comet EV,367
S008777,ST044,MG EV Hub - Hinjewadi,18.5912,73.7389,4,2024-10-11 15:06:00,70,17.5,AC Level 2,Hyundai Ioniq 5,275
S008778,ST037,HPCL EV - Viman Nagar,18.5679,73.9143,4,2024-05-15 06:51:00,56,11.8,DC Fast,Ather 450X,192
S008779,ST004,ChargeZone - Wakad,18.5985,73.7615,5,2024-11-24 00:30:00,101,24.4,AC Level 2,BYD Atto 3,419
S008780,ST022,Ather Grid - FC Road,18.5308,73.8474,3,2024-01-07 19:06:00,51,11.5,DC Fast,Tata Tiago EV,190
S008781,ST023,Ather Grid - Baner,18.559,73.7868,3,2024-04-28 21:49:00,100,26.5,AC Level 2,Tata Punch EV,456
S008782,ST003,ChargeZone - Baner Road,18.559,73.7868,5,2024-07-15 17:06:00,112,27.1,AC Level 2,Tata Nexon EV,474
S008783,ST015,Tata Power EZ - Hinjewadi,18.5912,73.7389,6,2024-05-07 22:19:00,63,11.5,AC Level 2,Tata Tiago EV,184
S008784,ST046,MG EV Hub - Magarpatta,18.5089,73.9259,4,2024-02-03 12:15:00,47,11.6,DC Fast,Mahindra BE 6e,178
S008785,ST009,ChargeZone - Katraj,18.453,73.8671,3,2024-06-07 16:53:00,96,22.3,AC Level 2,Kia EV6,378
S008786,ST040,Jio-BP EV - Baner,18.559,73.7868,5,2024-04-09 03:33:00,80,16.5,AC Level 2,Ola S1 Pro,248
S008787,ST001,ChargeZone - Hinjewadi Phase 1,18.5912,73.7389,6,2024-03-06 09:18:00,65,16.6,DC Fast,BYD Atto 3,271
S008788,ST022,Ather Grid - FC Road,18.5308,73.8474,3,2024-02-17 20:07:00,104,21.7,AC Level 2,Hyundai Ioniq 5,356
S008789,ST048,MG EV Hub - Koregaon Park,18.5362,73.8938,3,2024-08-29 09:30:00,60,14.8,DC Fast,Hyundai Ioniq 5,232
S008790,ST005,ChargeZone - Pimpri Chinchwad,18.6279,73.8009,4,2024-09-25 07:22:00,35,8.4,DC Fast,Ather 450X,125
S008791,ST025,Ather Grid - Kothrud,18.5074,73.8077,3,2024-07-23 16:55:00,69,15.1,DC Fast,Tata Nexon EV,249
S008792,ST048,MG EV Hub - Koregaon Park,18.5362,73.8938,3,2024-03-01 19:45:00,67,16.7,AC Level 2,Ather 450X,287
S008793,ST047,MG EV Hub - Wakad,18.5985,73.7615,3,2024-11-17 22:42:00,65,12.4,AC Level 2,Tata Punch EV,198
S008794,ST006,ChargeZone - Viman Nagar,18.5679,73.9143,5,2024-09-27 13:04:00,119,22.3,AC Level 2,Hyundai Kona Electric,334
S008795,ST011,Tata Power EZ - Phoenix Marketcity,18.5635,73.917,8,2024-10-11 13:59:00,71,13.3,AC Level 2,Ather 450X,239
S008796,ST011,Tata Power EZ - Phoenix Marketcity,18.5635,73.917,8,2024-06-27 17:37:00,64,13.5,DC Fast,Tata Tiago EV,226
S008797,ST039,Jio-BP EV - Hinjewadi,18.5912,73.7389,6,2024-05-06 04:52:00,79,18.6,AC Level 2,MG Comet EV,281
S008798,ST046,MG EV Hub - Magarpatta,18.5089,73.9259,4,2024-04-03 06:23:00,77,14.5,AC Level 2,Hyundai Ioniq 5,245
S008799,ST006,ChargeZone - Viman Nagar,18.5679,73.9143,5,2024-07-30 22:09:00,73,14.6,DC Fast,Tata Tiago EV,204
S008800,ST034,HPCL EV - Shivajinagar,18.5308,73.8474,4,2024-07-19 22:21:00,63,16.4,DC Fast,Tata Punch EV,291
S008801,ST026,Ather Grid - Viman Nagar,18.5679,73.9143,3,2024-06-05 18:14:00,114,21.5,AC Level 2,Hyundai Ioniq 5,334
S008802,ST043,Jio-BP EV - Viman Nagar,18.5679,73.9143,5,2024-10-13 20:41:00,120,23.1,AC Level 2,MG Comet EV,343
S008803,ST012,Tata Power EZ - Westend Mall Aundh,18.5584,73.807,6,2024-04-25 08:07:00,59,15.4,DC Fast,Tata Punch EV,251
S008804,ST022,Ather Grid - FC Road,18.5308,73.8474,3,2024-01-13 17:09:00,112,25.5,AC Level 2,MG Comet EV,439
S008805,ST012,Tata Power EZ - Westend Mall Aundh,18.5584,73.807,6,2024-09-19 19:05:00,71,14.3,DC Fast,Mahindra XUV400,247
S008806,ST049,MG EV Hub - Kharadi,18.5538,73.9394,3,2024-03-19 23:08:00,61,11.2,DC Fast,BYD Atto 3,157
S008807,ST019,Tata Power EZ - Wakad,18.5985,73.7615,4,2024-07-09 07:01:00,60,13.7,AC Level 2,Ather 450X,209
S008808,ST038,HPCL EV - Baner,18.559,73.7868,3,2024-10-14 18:47:00,91,20.8,AC Level 2,MG ZS EV,340
S008809,ST024,Ather Grid - Hinjewadi,18.5912,73.7389,3,2024-04-18 14:09:00,114,26.1,AC Level 2,Tata Tiago EV,402
S008810,ST039,Jio-BP EV - Hinjewadi,18.5912,73.7389,6,2024-12-16 10:12:00,65,11.8,DC Fast,Kia EV6,186
S008811,ST048,MG EV Hub - Koregaon Park,18.5362,73.8938,3,2024-01-07 12:27:00,52,11.0,DC Fast,Tata Punch EV,174
S008812,ST014,Tata Power EZ - Kharadi,18.5538,73.9394,5,2024-01-12 05:44:00,80,18.9,AC Level 2,Ola S1 Pro,338
S008813,ST039,Jio-BP EV - Hinjewadi,18.5912,73.7389,6,2024-04-19 12:00:00,38,10.1,DC Fast,Ather 450X,182
S008814,ST010,ChargeZone - Pashan,18.5371,73.7977,3,2024-04-29 09:14:00,61,12.1,AC Level 2,Tata Tiago EV,217
S008815,ST018,Tata Power EZ - Kothrud,18.5074,73.8077,4,2024-08-09 12:36:00,72,18.1,DC Fast,BYD Atto 3,285
S008816,ST020,Tata Power EZ - Magarpatta,18.5089,73.9259,5,2024-03-14 08:08:00,71,17.0,AC Level 2,MG ZS EV,278
S008817,ST044,MG EV Hub - Hinjewadi,18.5912,73.7389,4,2024-06-07 06:13:00,73,17.2,DC Fast,MG ZS EV,259
S008818,ST003,ChargeZone - Baner Road,18.559,73.7868,5,2024-02-21 22:37:00,58,12.0,DC Fast,Hyundai Ioniq 5,181
S008819,ST041,Jio-BP EV - Wakad,18.5985,73.7615,5,2024-05-14 17:57:00,54,11.6,DC Fast,Ola S1 Pro,202
S008820,ST027,Ather Grid - Wakad,18.5985,73.7615,3,2024-04-26 09:59:00,114,24.0,AC Level 2,Ola S1 Pro,428
S008821,ST013,Tata Power EZ - Hadapsar,18.5018,73.926,4,2024-08-13 08:34:00,58,12.7,AC Level 2,Kia EV6,203
S008822,ST015,Tata Power EZ - Hinjewadi,18.5912,73.7389,6,2024-05-17 18:54:00,71,16.5,AC Level 2,Tata Nexon EV,253
S008823,ST005,ChargeZone - Pimpri Chinchwad,18.6279,73.8009,4,2024-02-11 13:56:00,120,29.5,AC Level 2,Ola S1 Pro,476
S008824,ST021,Ather Grid - Koregaon Park,18.5362,73.8938,3,2024-07-28 15:10:00,35,7.9,DC Fast,MG Comet EV,138
S008825,ST048,MG EV Hub - Koregaon Park,18.5362,73.8938,3,2024-10-09 21:12:00,53,13.3,AC Level 2,BYD Atto 3,215
S008826,ST042,Jio-BP EV - Kharadi,18.5538,73.9394,5,2024-09-24 05:09:00,68,16.2,DC Fast,Mahindra XUV400,291
S008827,ST049,MG EV Hub - Kharadi,18.5538,73.9394,3,2024-03-29 08:05:00,75,20.0,DC Fast,Hyundai Kona Electric,321
S008828,ST009,ChargeZone - Katraj,18.453,73.8671,3,2024-03-08 21:41:00,74,15.0,AC Level 2,Tata Tigor EV,250
S008829,ST002,ChargeZone - Magarpatta City,18.5089,73.9259,6,2024-02-18 05:05:00,66,15.5,AC Level 2,Ather 450X,221
S008830,ST018,Tata Power EZ - Kothrud,18.5074,73.8077,4,2024-02-21 01:00:00,56,12.0,DC Fast,BYD Atto 3,199
S008831,ST025,Ather Grid - Kothrud,18.5074,73.8077,3,2024-08-17 05:50:00,87,23.3,AC Level 2,BYD Atto 3,328
S008832,ST017,Tata Power EZ - Pimpri,18.6279,73.8009,5,2024-01-24 21:17:00,22,4.2,DC Fast,Tata Tiago EV,73
S008833,ST002,ChargeZone - Magarpatta City,18.5089,73.9259,6,2024-02-22 21:12:00,46,10.4,DC Fast,Hyundai Ioniq 5,185
S008834,ST046,MG EV Hub - Magarpatta,18.5089,73.9259,4,2024-08-11 05:30:00,63,15.0,DC Fast,Kia EV6,234
S008835,ST027,Ather Grid - Wakad,18.5985,73.7615,3,2024-03-21 13:31:00,75,20.1,DC Fast,Ather 450X,344
S008836,ST005,ChargeZone - Pimpri Chinchwad,18.6279,73.8009,4,2024-04-10 09:23:00,92,19.8,AC Level 2,Tata Tiago EV,287
S008837,ST042,Jio-BP EV - Kharadi,18.5538,73.9394,5,2024-09-13 19:32:00,51,10.9,DC Fast,Tata Punch EV,191
S008838,ST026,Ather Grid - Viman Nagar,18.5679,73.9143,3,2024-02-14 15:44:00,47,12.2,DC Fast,Tata Tiago EV,175
S008839,ST047,MG EV Hub - Wakad,18.5985,73.7615,3,2024-02-28 12:35:00,74,16.4,DC Fast,Tata Tigor EV,256
S008840,ST040,Jio-BP EV - Baner,18.559,73.7868,5,2024-09-19 07:34:00,62,16.3,DC Fast,MG Comet EV,258
S008841,ST012,Tata Power EZ - Westend Mall Aundh,18.5584,73.807,6,2024-09-14 19:27:00,79,20.5,AC Level 2,Hyundai Ioniq 5,362
